Title,Issn,SJR Best Quartile,Categories,Year
Biomass and Bioenergy,"09619534, 18732909",Q1,"Agronomy and Crop Science (Q1); Forestry (Q1); Waste Management and Disposal (Q1); Renewable Energy, Sustainability and the Environment (Q2)",2020
Clinical Oncology,"14332981, 09366555",Q1,"Radiology, Nuclear Medicine and Imaging (Q1); Oncology (Q2)",2020
Geostandards and Geoanalytical Research,16394488,Q1,Geology (Q1); Geochemistry and Petrology (Q2),2020
International Journal of Public Health,"16618564, 16618556",Q1,"Health (social science) (Q1); Public Health, Environmental and Occupational Health (Q1)",2020
Journal of Noncommutative Geometry,"16616960, 16616952",Q1,Algebra and Number Theory (Q1); Geometry and Topology (Q1); Mathematical Physics (Q1),2020
Journal of the American Board of Family Medicine,"15572625, 15587118",Q1,"Family Practice (Q1); Public Health, Environmental and Occupational Health (Q1)",2020
Multiscale Modeling and Simulation,"15403459, 15403467",Q1,Chemistry (miscellaneous) (Q1); Computer Science Applications (Q1); Ecological Modeling (Q1); Modeling and Simulation (Q1); Physics and Astronomy (miscellaneous) (Q1),2020
"Psychology, Public Policy, and Law",10768971,Q1,Law (Q1); Social Psychology (Q1); Sociology and Political Science (Q1),2020
Zeitschrift fur Psychologie / Journal of Psychology,"21512604, 21908370",Q1,Arts and Humanities (miscellaneous) (Q1); Psychology (miscellaneous) (Q1),2020
Current Heart Failure Reports,"15469530, 15469549",Q1,Cardiology and Cardiovascular Medicine (Q1); Emergency Medicine (Q1); Physiology (medical) (Q2),2020
Early Education and Development,"15566935, 10409289",Q1,Education (Q1); Developmental and Educational Psychology (Q2),2020
Neurospine,"25866583, 25866591",Q1,Surgery (Q1); Neurology (clinical) (Q2),2020
Vadose Zone Journal,15391663,Q1,Soil Science (Q1),2020
"City, Culture and Society","18779174, 18779166",Q1,"Economics, Econometrics and Finance (miscellaneous) (Q1); Social Sciences (miscellaneous) (Q1); Urban Studies (Q1)",2020
International Theory,"17529727, 17529719",Q1,Law (Q1); Philosophy (Q1); Political Science and International Relations (Q1),2020
Psychology and Marketing,"07426046, 15206793",Q1,Applied Psychology (Q1); Marketing (Q1),2020
Economy and Society,"03085147, 14695766",Q1,"Business and International Management (Q1); Economics, Econometrics and Finance (miscellaneous) (Q1); History (Q1); Social Sciences (miscellaneous) (Q1); Economics and Econometrics (Q2)",2020
Biodiversity and Conservation,"15729710, 09603115",Q1,"Ecology (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Nature and Landscape Conservation (Q1)",2020
China Journal,"18358535, 13249347",Q1,"Geography, Planning and Development (Q1); Sociology and Political Science (Q1)",2020
CKJ: Clinical Kidney Journal,"20488505, 20488513",Q1,Nephrology (Q1); Transplantation (Q2),2020
Computerized Medical Imaging and Graphics,"18790771, 08956111",Q1,"Computer Graphics and Computer-Aided Design (Q1); Computer Vision and Pattern Recognition (Q1); Health Informatics (Q1); Radiological and Ultrasound Technology (Q1); Radiology, Nuclear Medicine and Imaging (Q1)",2020
Journal of Multilingual and Multicultural Development,01434632,Q1,Cultural Studies (Q1); Education (Q1); Linguistics and Language (Q1),2020
Soils and Foundations,00380806,Q1,Civil and Structural Engineering (Q1); Geotechnical Engineering and Engineering Geology (Q1),2020
Superconductor Science and Technology,"09532048, 13616668",Q1,Ceramics and Composites (Q1); Condensed Matter Physics (Q1); Electrical and Electronic Engineering (Q1); Materials Chemistry (Q1); Metals and Alloys (Q1),2020
IEEE Transactions on Reliability,"15581721, 00189529",Q1,"Electrical and Electronic Engineering (Q1); Safety, Risk, Reliability and Quality (Q1)",2020
International Transactions in Operational Research,"09696016, 14753995",Q1,Business and International Management (Q1); Computer Science Applications (Q1); Management of Technology and Innovation (Q1); Management Science and Operations Research (Q1); Strategy and Management (Q1),2020
Journal of Plant Physiology,"01761617, 16181328",Q1,Agronomy and Crop Science (Q1); Plant Science (Q1); Physiology (Q2),2020
Nutrient Cycling in Agroecosystems,13851314,Q1,Agronomy and Crop Science (Q1); Soil Science (Q1),2020
Expert Opinion on Drug Metabolism and Toxicology,17425255,Q1,Medicine (miscellaneous) (Q1); Toxicology (Q1); Pharmacology (Q2),2020
Geoscience Letters,21964092,Q1,Earth and Planetary Sciences (miscellaneous) (Q1),2020
Journal of Big Data,21961115,Q1,Computer Networks and Communications (Q1); Hardware and Architecture (Q1); Information Systems (Q1); Information Systems and Management (Q1),2020
Microsurgery,"10982752, 07381085",Q1,Surgery (Q1),2020
Animal Feed Science and Technology,03778401,Q1,Animal Science and Zoology (Q1),2020
Asia-Pacific Journal of Teacher Education,"14692945, 1359866X",Q1,Education (Q1),2020
Computational Optimization and Applications,"15732894, 09266003",Q1,Applied Mathematics (Q1); Computational Mathematics (Q1); Control and Optimization (Q1),2020
Journal of Cardiovascular Translational Research,"19375395, 19375387",Q1,Cardiology and Cardiovascular Medicine (Q1); Pharmaceutical Science (Q1); Genetics (Q2); Genetics (clinical) (Q2); Molecular Medicine (Q2),2020
Medical and Veterinary Entomology,"0269283X, 13652915",Q1,"Ecology, Evolution, Behavior and Systematics (Q1); Insect Science (Q1); Veterinary (miscellaneous) (Q1); Parasitology (Q2)",2020
Pediatric Infectious Disease Journal,"08913668, 15320987",Q1,"Pediatrics, Perinatology and Child Health (Q1); Infectious Diseases (Q2); Microbiology (medical) (Q2)",2020
Frontiers in Chemistry,22962646,Q1,Chemistry (miscellaneous) (Q1),2020
Journal of Science Education and Technology,"10590145, 15731839",Q1,Education (Q1); Engineering (miscellaneous) (Q1),2020
Progress in Physical Geography,"14770296, 03091333",Q1,"Earth and Planetary Sciences (miscellaneous) (Q1); Geography, Planning and Development (Q1)",2020
Therapeutic Advances in Chronic Disease,"20406231, 20406223",Q1,Medicine (miscellaneous) (Q1),2020
Health Communication,"10410236, 15327027",Q1,Communication (Q1); Health (social science) (Q1),2020
Journal of Studies on Alcohol and Drugs,"19371888, 19384114",Q1,Health (social science) (Q1); Toxicology (Q1); Psychiatry and Mental Health (Q2),2020
American Journal of Chinese Medicine,"0192415X, 17936853",Q1,Complementary and Alternative Medicine (Q1); Medicine (miscellaneous) (Q1),2020
Drug Metabolism and Disposition,"00909556, 1521009X",Q1,Pharmaceutical Science (Q1); Pharmacology (Q2),2020
European Journal of Radiology,"18727727, 0720048X",Q1,"Medicine (miscellaneous) (Q1); Radiology, Nuclear Medicine and Imaging (Q1)",2020
International Journal of Greenhouse Gas Control,17505836,Q1,"Energy (miscellaneous) (Q1); Industrial and Manufacturing Engineering (Q1); Management, Monitoring, Policy and Law (Q1); Pollution (Q1)",2020
European Journal of Clinical Nutrition,"09543007, 14765640",Q1,Medicine (miscellaneous) (Q1); Nutrition and Dietetics (Q2),2020
European Research on Management and Business Economics,24448834,Q1,Business and International Management (Q1); Marketing (Q1); Strategy and Management (Q1); Economics and Econometrics (Q2),2020
Drug Metabolism Reviews,"10979883, 03602532",Q1,"Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q1); Pharmacology (medical) (Q2)",2020
IEEE Journal of Photovoltaics,21563381,Q1,"Condensed Matter Physics (Q1); Electrical and Electronic Engineering (Q1); Electronic, Optical and Magnetic Materials (Q1)",2020
NJAS - Wageningen Journal of Life Sciences,15735214,Q1,Agronomy and Crop Science (Q1); Animal Science and Zoology (Q1); Development (Q1); Food Science (Q1); Plant Science (Q1),2020
Precision Agriculture,"15731618, 13852256",Q1,Agricultural and Biological Sciences (miscellaneous) (Q1),2020
Business and Information Systems Engineering,"18670202, 23637005",Q1,Information Systems (Q1),2020
Chemical Engineering Science,00092509,Q1,Applied Mathematics (Q1); Chemical Engineering (miscellaneous) (Q1); Chemistry (miscellaneous) (Q1); Industrial and Manufacturing Engineering (Q1),2020
IEEE/ACM Transactions on Networking,10636692,Q1,Computer Networks and Communications (Q1); Computer Science Applications (Q1); Electrical and Electronic Engineering (Q1); Software (Q1),2020
Journal of Avian Biology,"1600048X, 09088857",Q1,"Animal Science and Zoology (Q1); Ecology, Evolution, Behavior and Systematics (Q1)",2020
Journal of the American College of Radiology,"1558349X, 15461440",Q1,"Radiology, Nuclear Medicine and Imaging (Q1)",2020
Asian Journal of Pharmaceutical Sciences,"18180876, 2221285X",Q1,Pharmaceutical Science (Q1); Pharmacology (Q2),2020
Leadership,"17427150, 17427169",Q1,Sociology and Political Science (Q1); Strategy and Management (Q1),2020
IEEE Transactions on Biomedical Circuits and Systems,19324545,Q1,Electrical and Electronic Engineering (Q1); Biomedical Engineering (Q2),2020
International Journal of Oral and Maxillofacial Surgery,"13990020, 09015027",Q1,Oral Surgery (Q1); Otorhinolaryngology (Q1); Surgery (Q1),2020
Journal of Occupational Rehabilitation,"15733688, 10530487",Q1,Occupational Therapy (Q1); Rehabilitation (Q1),2020
Numerical Linear Algebra with Applications,"10705325, 10991506",Q1,Algebra and Number Theory (Q1); Applied Mathematics (Q1),2020
School Mental Health,"18662625, 18662633",Q1,Education (Q1); Developmental and Educational Psychology (Q2),2020
Socio-Economic Planning Sciences,00380121,Q1,"Geography, Planning and Development (Q1); Management Science and Operations Research (Q1); Strategy and Management (Q1); Economics and Econometrics (Q2); Statistics, Probability and Uncertainty (Q2)",2020
BMC Ecology and Evolution,14726785,Q1,"Ecology, Evolution, Behavior and Systematics (Q1); Environmental Science (miscellaneous) (Q1)",2020
Journal of Gender Studies,"14653869, 09589236",Q1,Arts and Humanities (miscellaneous) (Q1); Gender Studies (Q1); Social Sciences (miscellaneous) (Q1),2020
Research in Transportation Economics,07398859,Q1,"Economics, Econometrics and Finance (miscellaneous) (Q1); Transportation (Q1)",2020
Sustainable Production and Consumption,23525509,Q1,"Environmental Engineering (Q1); Industrial and Manufacturing Engineering (Q1); Environmental Chemistry (Q2); Renewable Energy, Sustainability and the Environment (Q2)",2020
Vegetation History and Archaeobotany,"16176278, 09396314",Q1,Archeology (arts and humanities) (Q1); Paleontology (Q1); Plant Science (Q1),2020
Drug and Alcohol Review,"14653362, 09595236",Q1,Health (social science) (Q1); Medicine (miscellaneous) (Q1),2020
Oil and Gas Geology,02539985,Q1,Geology (Q1),2020
Cancer Imaging,"17405025, 14707330",Q1,"Medicine (miscellaneous) (Q1); Radiological and Ultrasound Technology (Q1); Radiology, Nuclear Medicine and Imaging (Q1); Oncology (Q2)",2020
Computers and Chemical Engineering,00981354,Q1,Chemical Engineering (miscellaneous) (Q1); Computer Science Applications (Q1),2020
"ESAIM - Control, Optimisation and Calculus of Variations","12623377, 12928119",Q1,Computational Mathematics (Q1); Control and Optimization (Q1); Control and Systems Engineering (Q1),2020
Language and Education,09500782,Q1,Education (Q1); Linguistics and Language (Q1),2020
European Accounting Review,"09638180, 14684497",Q1,"Accounting (Q1); Aerospace Engineering (Q1); Automotive Engineering (Q1); Business and International Management (Q1); Business, Management and Accounting (miscellaneous) (Q1); Economics, Econometrics and Finance (miscellaneous) (Q1); Engineering (miscellaneous) (Q1); History (Q1)",2020
Fisheries Oceanography,"10546006, 13652419",Q1,Aquatic Science (Q1); Oceanography (Q1),2020
Physica D: Nonlinear Phenomena,01672789,Q1,Applied Mathematics (Q1); Condensed Matter Physics (Q1); Mathematical Physics (Q1); Statistical and Nonlinear Physics (Q1),2020
Thinking Skills and Creativity,18711871,Q1,Education (Q1),2020
American Journal of Tropical Medicine and Hygiene,"14761645, 00029637",Q1,Medicine (miscellaneous) (Q1); Infectious Diseases (Q2); Parasitology (Q2); Virology (Q2),2020
Economic History Review,"00130117, 14680289",Q1,History (Q1); Economics and Econometrics (Q2),2020
Expert Review of Clinical Pharmacology,"17512433, 17512441",Q1,"Medicine (miscellaneous) (Q1); Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q1); Pharmacology (medical) (Q2)",2020
International Journal of Bioprinting,"24247723, 24248002",Q1,Biotechnology (Q1); Industrial and Manufacturing Engineering (Q1); Materials Science (miscellaneous) (Q1),2020
Journal of the National Cancer Institute. Monographs,"10526773, 17456614",Q1,Medicine (miscellaneous) (Q1); Oncology (Q2); Cancer Research (Q3),2020
British Journal of General Practice,"14785242, 09601643",Q1,Family Practice (Q1); Medicine (miscellaneous) (Q1),2020
Journal of Contemporary Asia,"00472336, 17527554",Q1,Cultural Studies (Q1); Social Sciences (miscellaneous) (Q1),2020
Global Heart,"22118179, 22118160",Q1,Community and Home Care (Q1); Cardiology and Cardiovascular Medicine (Q2); Epidemiology (Q2),2020
Head and Neck,"10970347, 10433074",Q1,Otorhinolaryngology (Q1),2020
Metallomics,"1756591X, 17565901",Q1,Biophysics (Q1); Chemistry (miscellaneous) (Q1); Metals and Alloys (Q1); Biochemistry (Q2); Biomaterials (Q2),2020
Applied Mathematical Modelling,0307904X,Q1,Applied Mathematics (Q1); Modeling and Simulation (Q1),2020
Family Process,"15455300, 00147370",Q1,Clinical Psychology (Q1); Social Psychology (Q1); Social Sciences (miscellaneous) (Q1),2020
Groundwater for Sustainable Development,2352801X,Q1,"Environmental Engineering (Q1); Geography, Planning and Development (Q1); Water Science and Technology (Q1); Environmental Chemistry (Q2)",2020
Multinational Business Review,1525383X,Q1,"Business and International Management (Q1); Business, Management and Accounting (miscellaneous) (Q1)",2020
Advanced Modeling and Simulation in Engineering Sciences,22137467,Q1,Applied Mathematics (Q1); Computer Science Applications (Q1); Engineering (miscellaneous) (Q1); Modeling and Simulation (Q1),2020
Experiments in Fluids,"14321114, 07234864",Q1,Computational Mechanics (Q1); Fluid Flow and Transfer Processes (Q1); Mechanics of Materials (Q1); Physics and Astronomy (miscellaneous) (Q1),2020
Parliamentary Affairs,"14602482, 00312290",Q1,Law (Q1); Sociology and Political Science (Q1),2020
Journal of Nursing Scholarship,"15475069, 15276546",Q1,Nursing (miscellaneous) (Q1),2020
Holocene,"14770911, 09596836",Q1,Archeology (arts and humanities) (Q1); Earth-Surface Processes (Q1); Ecology (Q1); Paleontology (Q1); Global and Planetary Change (Q2),2020
Ecosystems and People,"26395908, 26395916",Q1,"Ecology, Evolution, Behavior and Systematics (Q1); Management, Monitoring, Policy and Law (Q1); Nature and Landscape Conservation (Q1)",2020
Matter and Radiation at Extremes,"24682047, 2468080X",Q1,"Atomic and Molecular Physics, and Optics (Q1); Electrical and Electronic Engineering (Q1); Nuclear Energy and Engineering (Q1); Nuclear and High Energy Physics (Q2)",2020
IEEE Transactions on Visualization and Computer Graphics,10772626,Q1,Computer Graphics and Computer-Aided Design (Q1); Computer Vision and Pattern Recognition (Q1); Signal Processing (Q1); Software (Q1),2020
Journal of Fluids and Structures,"10958622, 08899746",Q1,Mechanical Engineering (Q1),2020
Journal of the Franklin Institute,00160032,Q1,Applied Mathematics (Q1); Computer Networks and Communications (Q1); Control and Systems Engineering (Q1); Signal Processing (Q1),2020
